x,y,source,method
3.0338421733377294,-7.618392073314236,Real,UMAP
-9.65656218218824,1.7109645970654026,Real,UMAP
-8.884401652097909,0.772007770140125,Real,UMAP
-8.819626185178963,0.7407742806267278,Real,UMAP
-8.327523562193123,0.5662871294211881,Real,UMAP
2.277480569600852,-7.191202723186062,Real,UMAP
4.27006533455828,-7.971530996959255,Real,UMAP
3.4064551265237646,-7.900551878612087,Real,UMAP
-10.52043280291578,5.110030568439915,Real,UMAP
4.063485649347099,-7.976267897288845,Real,UMAP
4.213687685251029,-7.980790220897243,Real,UMAP
-10.536226603269784,5.446057713825657,Real,UMAP
-9.294076296568123,1.0802365907024876,Real,UMAP
-10.870375963926522,3.7015370496105686,Real,UMAP
-10.630448672056405,5.562287247974827,Real,UMAP
-10.59222063708326,5.845523274738743,Real,UMAP
4.465989139795097,-8.152525030772733,Real,UMAP
-8.057811114073006,-0.28432049671892956,Real,UMAP
-9.252858492613045,0.7740859456848638,Real,UMAP
3.4038321645257787,-7.979052626292751,Real,UMAP
-10.362523409605233,4.23456469853635,Real,UMAP
-10.28397974658033,3.76695576985593,Real,UMAP
4.507719305276664,-8.149043165843533,Real,UMAP
3.7378808529374914,-7.831881605784939,Real,UMAP
-10.674921366453377,5.75616589864011,Real,UMAP
-7.6954272716047445,0.12962860544438526,Real,UMAP
-8.891421648740975,0.8757327266525762,Real,UMAP
-8.94589266467115,0.8180872269463079,Real,UMAP
-10.420639368772713,4.989923871357395,Real,UMAP
-7.97013697314283,0.037861115534259526,Real,UMAP
-10.511014315366952,4.901262200672581,Real,UMAP
-1.413449618101327,-1.4671729437518581,Real,UMAP
-10.518534991026131,5.27971497853513,Real,UMAP
-10.578361841917244,4.615273392994358,Real,UMAP
-10.608836504698006,6.686120904285862,Real,UMAP
-10.323254915952889,3.6691102155041233,Real,UMAP
3.3354946644304113,-7.857479178111599,Real,UMAP
3.316729632138999,-7.949652754466579,Real,UMAP
-10.009660097837655,3.121027625400974,Real,UMAP
-9.73824057269117,1.7810892232250706,Real,UMAP
-10.254413935423104,3.8968428738903538,Real,UMAP
-8.311070772886483,0.18602845748181507,Real,UMAP
4.556332019090446,-7.970499121348904,Real,UMAP
-10.234860750913827,3.2284630902599827,Real,UMAP
-10.634158465147225,5.172801411945774,Real,UMAP
-8.802198740720955,0.6976901062321202,Real,UMAP
-10.190532061338631,3.2422989972424046,Real,UMAP
-10.304537150144784,3.5564257272076145,Real,UMAP
2.9080038191078024,-7.59474381129031,Real,UMAP
-8.765406939268319,0.7614646621536748,Real,UMAP
-8.293044420957772,0.45100606908316776,Real,UMAP
5.174370434999259,-7.606451117198513,Real,UMAP
2.14390304398516,-7.090878092448757,Real,UMAP
-10.390627238035409,4.349739230472996,Real,UMAP
-8.065620753050057,0.2356967099499242,Real,UMAP
-10.513995501280037,4.606647885639622,Real,UMAP
-9.577136370420662,1.5330989726376072,Real,UMAP
3.951159504174979,-7.914528929393337,Real,UMAP
2.368022856235297,-7.195361220042751,Real,UMAP
-7.547240587949959,0.04998103459592029,Real,UMAP
2.0710662276742773,-7.017333590190456,Real,UMAP
-9.276641222715584,1.1310656436275974,Real,UMAP
-10.587579104185311,5.4233421452831765,Real,UMAP
-10.325411173582284,4.05235902150388,Real,UMAP
-9.381465288877694,1.2251548536610142,Real,UMAP
2.119588402032645,-7.101141535441921,Real,UMAP
5.265746501207145,-7.521491610209988,Real,UMAP
4.675991442918571,-7.998607718150661,Real,UMAP
-10.281362864256112,3.7978624471020237,Real,UMAP
-9.204343172788827,0.9970271356892125,Real,UMAP
-10.455326411009041,4.775623238880589,Real,UMAP
4.208004620790275,-8.054448210399197,Real,UMAP
4.049461034059318,-8.086324774425076,Real,UMAP
-10.446853968382088,5.164517319996311,Real,UMAP
-10.561714503050057,5.293103135425999,Real,UMAP
-8.10272154498121,0.4283520646881597,Real,UMAP
-9.368339869260994,9.143459237415744,Real,UMAP
3.363321748494895,-4.896646582286404,Real,UMAP
-9.16632780718824,0.8557860322784917,Real,UMAP
-10.430461260557381,5.105584061939671,Real,UMAP
2.9256047279832678,-7.561417662303493,Real,UMAP
-8.115507456541268,0.32635535975213215,Real,UMAP
-8.304754587888924,0.2714936204742925,Real,UMAP
-10.605541559934823,5.161523259479954,Real,UMAP
-10.630271288633553,6.690845883686497,Real,UMAP
-10.531722399473397,4.582334435780003,Real,UMAP
-9.105249735594002,1.0731107362103,Real,UMAP
-8.574664446592537,0.6517803587507741,Real,UMAP
3.7167533905504064,-7.828225218455837,Real,UMAP
-9.760428759336678,1.858015693027927,Real,UMAP
-8.3126586406233,0.44174326514120266,Real,UMAP
-9.74602923083326,1.8111412890743748,Real,UMAP
-10.633654925108162,5.315071976978733,Real,UMAP
1.7825848729608373,-6.93088301340823,Real,UMAP
-10.619125696897713,5.353972352344944,Real,UMAP
5.256766942262443,-7.532102667491482,Real,UMAP
-10.288455340147225,4.201192534763767,Real,UMAP
-9.095535609007088,0.959184295732929,Real,UMAP
-9.015196177244393,0.7851001389812963,Real,UMAP
-7.721578928709237,0.005943781931354253,Real,UMAP
-9.098108622312752,0.9497920044254796,Real,UMAP
-8.55927500414869,0.49701200169737503,Real,UMAP
-9.274950358152596,1.070326782066776,Real,UMAP
-10.596303316831795,5.978204644520237,Real,UMAP
3.3931744964120703,-7.855352484386013,Real,UMAP
-9.138126703977791,0.9798360832523839,Real,UMAP
-8.275779101133553,-0.03657528082613781,Real,UMAP
4.346543219804557,-8.100493513743924,Real,UMAP
4.024612811326774,-7.862472616832302,Real,UMAP
-7.99999651598951,0.3620988347124593,Real,UMAP
-9.061532351255623,0.8654684491943853,Real,UMAP
-10.586038920164315,5.591925061542942,Real,UMAP
4.4804338486192545,-8.068103872935819,Real,UMAP
-10.258952471494881,3.4547015794109837,Real,UMAP
2.2712250621316747,-7.231918417613552,Real,UMAP
3.654567209005149,-4.810923659007595,Real,UMAP
-10.192068430662362,3.92347375233884,Real,UMAP
-10.561098429441659,5.088537610371067,Real,UMAP
-10.628337237119881,6.733014500935032,Real,UMAP
-10.269257876157967,3.473623193104221,Real,UMAP
4.375947263955863,-8.134739958446072,Real,UMAP
-8.22559294390699,-0.08486249367480114,Real,UMAP
-7.926372858762948,0.11292017181630298,Real,UMAP
3.9620424778459387,-8.077482306163358,Real,UMAP
-9.158020350218026,1.0087119706463352,Real,UMAP
-10.742623659849373,4.216956771213963,Real,UMAP
-7.949314448118416,0.2042420275997655,Real,UMAP
3.6434265644548254,-4.96577652613406,Real,UMAP
-10.63000425982496,6.686853326160862,Real,UMAP
-9.140567156553475,0.9834018119167821,Real,UMAP
3.737145093202384,-7.771994673411892,Real,UMAP
-9.705551478147713,1.7667191394161716,Real,UMAP
2.110423591851981,-7.044886194865749,Real,UMAP
-0.7730787723066492,-5.807179533641384,Real,UMAP
-8.22564348864576,-0.06744565884356335,Real,UMAP
-10.43474993395826,4.7511386044811745,Real,UMAP
4.136495617151054,-8.157152258555936,Real,UMAP
-10.185967776060311,3.2708119519543186,Real,UMAP
-8.416315409422127,0.5246960662793653,Real,UMAP
-9.002417895078866,0.821884251434757,Real,UMAP
-10.454103800535409,5.248699105579807,Real,UMAP
4.0419371397493205,-7.972020231883572,Real,UMAP
3.9702217848298864,-8.014617048900174,Real,UMAP
3.8153589041230993,-7.924653135936306,Real,UMAP
-8.029162737608162,0.2799760468792455,Real,UMAP
-10.570703837156502,5.250063813526585,Real,UMAP
-9.6413300960066,1.6789633401226536,Real,UMAP
3.620863822221549,-7.691119276683376,Real,UMAP
-10.318043085813729,4.299596227009251,Real,UMAP
-9.665949198484627,3.662857926685764,Real,UMAP
-10.477656695127694,4.83099500020261,Real,UMAP
-10.570111605406014,4.830448067982151,Real,UMAP
-9.058909746885506,0.9436606832336919,Real,UMAP
4.000941899537834,-8.074550711314725,Real,UMAP
4.187454846620353,-8.043006979625272,Real,UMAP
-4.120707842588631,-5.453787409465359,Real,UMAP
-9.271039339781014,1.1173918016743198,Real,UMAP
-8.382614466428963,0.5912632339190976,Real,UMAP
4.411700633287223,-8.074918829600858,Real,UMAP
2.0560327441690283,-7.159591757457302,Real,UMAP
4.346143391847404,-8.22096451441531,Real,UMAP
4.417413976907524,-8.035928808848904,Real,UMAP
-7.621220919370858,0.08035436948056385,Real,UMAP
-7.52425131487867,0.020570195515109746,Real,UMAP
3.391268935918601,-7.725361906688259,Real,UMAP
4.372027304887565,-8.105657660167264,Real,UMAP
-10.136613222837655,3.1066533692669407,Real,UMAP
-8.321976038694588,0.6266379125904576,Real,UMAP
-10.300775858640877,3.803853905994846,Real,UMAP
-8.116341921568123,0.0617525645088689,Real,UMAP
-8.970633837461678,0.8037311502289312,Real,UMAP
-10.591297480344979,5.815739072163059,Real,UMAP
-10.560175272703377,4.966336167652561,Real,UMAP
5.211491969346794,-7.568516813914822,Real,UMAP
3.730669048547538,-7.920502745311306,Real,UMAP
-10.557849261045662,5.274642861683323,Real,UMAP
-10.333764406919686,4.285715735752537,Real,UMAP
4.370046046495231,-8.165663801829862,Real,UMAP
-9.376841875791756,1.22055844147916,Real,UMAP
-10.223805758238045,3.391580499012424,Real,UMAP
-9.004960390806405,0.7547038265060918,Real,UMAP
4.291031983613761,-7.960955702464626,Real,UMAP
-10.263038965940682,3.9534517892193333,Real,UMAP
-8.251711222410409,0.271637178261234,Real,UMAP
-7.548835131406991,0.03810921986813709,Real,UMAP
-1.159487339735238,-1.7762950293231472,Real,UMAP
-10.613775583982674,6.732550061542942,Real,UMAP
-10.403016421079842,4.307717002232029,Real,UMAP
-2.390167090177743,-3.6647606722522243,Real,UMAP
4.4452611477372965,-8.05141171137576,Real,UMAP
-10.471330973386971,5.253560937244846,Real,UMAP
-9.597366663694588,3.601996815998508,Real,UMAP
4.15494528126696,-8.065113150279569,Real,UMAP
2.0438142092225866,-7.056887709300564,Real,UMAP
-8.424332949400155,0.4755424518393637,Real,UMAP
2.380351421355994,-7.036909186046169,Real,UMAP
-10.394778582334725,4.5169347890209695,Real,UMAP
-10.301436754942147,3.935380376179172,Real,UMAP
-10.483062121153084,4.684759057362034,Real,UMAP
-10.489608141660897,4.122335351307346,Real,UMAP
-10.537371012449471,3.7643109925579563,Real,UMAP
-10.578481051206795,5.407143510181858,Real,UMAP
-4.285445067167489,-5.83960875193362,Real,UMAP
-9.442861887693612,1.3372381695103184,Real,UMAP
2.249311295270713,-7.158687197368191,Real,UMAP
-10.607488009214608,5.9947790273022195,Real,UMAP
-10.360000941038338,4.3033165105175515,Real,UMAP
-8.133923861265389,0.38653384824509784,Real,UMAP
3.3941581518647985,-7.867044531505154,Real,UMAP
3.5215252907274084,-7.898289763133572,Real,UMAP
-8.345175120115487,0.6071775176119344,Real,UMAP
-10.109831187010018,2.9564832814526096,Real,UMAP
-8.462251040220467,0.6178394474577443,Real,UMAP
-8.25485262560865,0.4071265303086774,Real,UMAP
-10.37692866015455,3.6209849484753147,Real,UMAP
-9.679861399412362,1.7130166657757298,Real,UMAP
4.620793011903556,-8.027906500499295,Real,UMAP
-10.422335001707284,4.599588788349583,Real,UMAP
-8.183164927244393,0.34900595923180744,Real,UMAP
4.362829950570854,-8.013326727550076,Real,UMAP
-10.438370081663338,4.267889655430271,Real,UMAP
-10.58736166644117,6.704672730762913,Real,UMAP
-10.607749315977303,6.676352418262913,Real,UMAP
2.384141978740485,-7.17510851542239,Real,UMAP
-10.647013994932381,5.709122575123264,Real,UMAP
-10.559470507383553,5.267492211658909,Real,UMAP
3.589514580487998,-7.758285605113552,Real,UMAP
-10.3067353694441,3.5828394063305393,Real,UMAP
-8.570483538389412,0.4703605542913364,Real,UMAP
-10.603980395078866,6.609812653858616,Real,UMAP
2.0257560880182104,-7.1128188006091575,Real,UMAP
-10.622718188047616,5.649154103596165,Real,UMAP
-7.972077700376717,0.3505097099136846,Real,UMAP
3.6516078979966955,-7.917438589732693,Real,UMAP
-10.687768313169686,3.9739340909313694,Real,UMAP
-10.500764223814217,4.49601546605344,Real,UMAP
-10.580070826292244,5.8197607167553445,Real,UMAP
-9.377782198667733,9.13346377690549,Real,UMAP
3.4707408816812353,-7.76761921564822,Real,UMAP
-9.70959124255201,1.7159846194576756,Real,UMAP
-9.124937388181893,0.8758246966194646,Real,UMAP
4.6346107990739664,-8.046856009166287,Real,UMAP
3.666314032792838,-7.833358847301052,Real,UMAP
-8.485737177610604,0.4096016355347173,Real,UMAP
4.473702815294059,-4.167688452403591,Real,UMAP
-8.251029345274178,0.5028876096498506,Real,UMAP
-8.399690005064217,0.012865639526797978,Real,UMAP
-9.028139445066659,0.943609184820606,Real,UMAP
-10.612037989378182,6.7713598378490945,Real,UMAP
-8.4109252421858,0.41452446882839367,Real,UMAP
-10.320025774717537,4.15467516263242,Real,UMAP
-0.7760895221235438,-5.838281714122341,Real,UMAP
-10.527568194151131,4.912740624744846,Real,UMAP
-10.732121798277108,3.81649509747739,Real,UMAP
-9.01641783404371,0.8771826394390599,Real,UMAP
-10.173751208067147,4.0361374982189675,Real,UMAP
-10.296201082945077,3.675682938892795,Real,UMAP
-9.704662653684823,1.7295142777752415,Real,UMAP
-7.997351977110116,0.2257928021740453,Real,UMAP
3.5475834877488928,-7.947638594310329,Real,UMAP
-10.524305674314705,4.967263615925266,Real,UMAP
-8.461919161558358,0.49741462548489734,Real,UMAP
-9.50223097491285,1.4226783283543125,Real,UMAP
-10.362133356809823,4.423373616535618,Real,UMAP
-10.37351069140455,4.836305535633518,Real,UMAP
-9.701067301511971,3.7016450532269016,Real,UMAP
-10.46101889300367,5.221823609669163,Real,UMAP
3.5308811337945776,-7.714387022655056,Real,UMAP
-1.4142001597883387,-1.4578846327472195,Real,UMAP
4.618552830934318,-7.946524702708767,Real,UMAP
-9.036209437132088,0.8991458781551854,Real,UMAP
-9.577686640501229,1.556565440494968,Real,UMAP
-1.4094909160139246,-1.485068761508511,Real,UMAP
-7.883668276548592,0.08819390018696949,Real,UMAP
-10.614743563413827,6.685731805164768,Real,UMAP
-10.6045230357649,5.600944436390354,Real,UMAP
-7.981755587339608,0.17215806921239063,Real,UMAP
-10.100184771299569,4.355896151859715,Real,UMAP
3.8364239008424597,-8.015486799876737,Real,UMAP
-9.37972006487867,9.12627497990842,Real,UMAP
4.211955812692436,-8.103502356212186,Real,UMAP
3.7646320135591345,-8.097290121715115,Real,UMAP
2.926324632882865,-7.563478552501247,Real,UMAP
-10.58997282671949,5.490543282825901,Real,UMAP
3.6298942835328893,-8.002759062449979,Real,UMAP
-10.622207018614022,6.6969699033092995,Real,UMAP
-8.366012903928963,0.313751972515537,Real,UMAP
-10.466070505857674,4.384132541019871,Real,UMAP
4.418505099534782,-8.212964140574979,Real,UMAP
2.016854611158164,-7.023830496470974,Real,UMAP
-9.580513331175057,1.5200200446438328,Real,UMAP
3.284028795480521,-7.883282744090603,Real,UMAP
3.6105400593278723,-7.831439100902126,Real,UMAP
-8.157088610410897,0.2939176626991765,Real,UMAP
-9.83380827593824,3.8921748765301243,Real,UMAP
-9.29237875628492,1.1503444679569736,Real,UMAP
-10.663624140501229,5.375722325642063,Real,UMAP
-8.701711031675545,0.6233638145517842,Real,UMAP
3.478393760442527,-7.862779699962185,Real,UMAP
-10.609073969602791,5.907442010242893,Real,UMAP
-8.390805575132577,0.47578922682668134,Real,UMAP
3.9566644699571447,-8.041127287547635,Real,UMAP
-10.507007929563729,5.108563817341282,Real,UMAP
-9.478585573911873,1.3935292132687107,Real,UMAP
-8.849591585874764,0.7887998290848272,Real,UMAP
-10.586749407530037,5.86210957844968,Real,UMAP
4.25634041142443,-8.0306969515491,Real,UMAP
-10.310426089048592,3.698591626484348,Real,UMAP
-10.608309122801034,5.8856553204845925,Real,UMAP
3.433791068315299,-7.94366844813113,Real,UMAP
-9.64215025591871,1.6567771800350681,Real,UMAP
-4.056866499662606,-5.1630130640674095,Real,UMAP
1.9698563487527685,-7.013831698100613,Real,UMAP
3.535448041677268,-7.803962790172146,Real,UMAP
4.492594149827751,-8.183528029124783,Real,UMAP
-8.173443171262948,0.37308312882895633,Real,UMAP
4.42985549283007,-8.083376967113065,Real,UMAP
2.680962779491933,-7.380148970286892,Real,UMAP
-8.279509875059334,0.5251423076283471,Real,UMAP
-10.280538889646737,3.5407725938152805,Real,UMAP
-7.260489794492928,-0.12815185705904797,Real,UMAP
3.8231666357515173,-7.9372559420276145,Real,UMAP
-10.168242785215584,4.173167861301853,Real,UMAP
-8.083107325315682,0.11668775161023304,Real,UMAP
-9.070495936155526,0.9651829369854467,Real,UMAP
-8.13236841845533,0.32301098783726856,Real,UMAP
-10.613000246763436,5.591682351429417,Real,UMAP
-10.126906725645272,4.309442437488987,Real,UMAP
2.021748271703513,-6.973106466929958,Real,UMAP
-10.267690989256112,3.625222838718845,Real,UMAP
-9.320273730039803,1.1898343332600132,Real,UMAP
-10.05779680895826,3.030658400852634,Real,UMAP
-1.3697985141279383,-1.4441221586871609,Real,UMAP
-8.030070635557381,0.20684827049489185,Real,UMAP
3.884683278322013,-7.959567152659939,Real,UMAP
-9.709952685117928,1.7780064709972874,Real,UMAP
4.263466981172355,-7.990402304332302,Real,UMAP
-10.302758547544686,4.110372937519505,Real,UMAP
-9.096989008665291,0.9381744035076635,Real,UMAP
4.398820188760551,-8.118731581370877,Real,UMAP
-10.559254023313729,5.2914203770947,Real,UMAP
3.1085461945531683,-7.593049132030056,Real,UMAP
4.46406712841967,-8.132411085765408,Real,UMAP
2.609329526245387,-7.215579115550564,Real,UMAP
2.128114012002738,-6.989144407908962,Real,UMAP
-10.522666308164803,6.4342369206738015,Real,UMAP
4.280332949876579,-4.241458021800564,Real,UMAP
-10.249784800291268,4.02860037167783,Real,UMAP
-3.45821938204786,-6.060115420024441,Real,UMAP
-3.836916777372567,-4.722870909373806,Real,UMAP
-9.235766741514412,0.9847248562168615,Real,UMAP
-10.600574824094979,6.638772404987766,Real,UMAP
-8.18920550036451,-0.051642142932461055,Real,UMAP
-7.556535097837655,0.05436278064961597,Real,UMAP
-10.310062739134041,3.7308434613537327,Real,UMAP
-10.611417147398202,6.682676232655003,Real,UMAP
-10.364531847715584,4.265982783634617,Real,UMAP
3.524263766526969,-7.759518706004665,Real,UMAP
-10.270760866880623,3.7269038327526585,Real,UMAP
3.421825793504508,-7.774767958324001,Real,UMAP
-9.374504420042244,1.2733452685665623,Real,UMAP
-9.114406916380135,0.9938353665661351,Real,UMAP
5.252547648668083,-7.533653341929958,Real,UMAP
3.6148037583825903,-4.971991144816921,Real,UMAP
-7.55191359210035,0.048612362940265386,Real,UMAP
3.5213360459802465,-7.863203131358669,Real,UMAP
-9.130488726377694,0.9909100302052037,Real,UMAP
-10.239333483457772,4.341498530704929,Real,UMAP
-10.616190287351815,4.305882609684422,Real,UMAP
-10.611912104368416,6.687712586719944,Real,UMAP
-10.559489580869881,5.823048032123997,Real,UMAP
4.384446647882255,-8.162261091868924,Real,UMAP
-10.267347666502205,3.504640496571018,Real,UMAP
3.1798467309472875,-7.702075087230251,Real,UMAP
-9.357232424497811,1.1891792782139317,Real,UMAP
-9.124316546201912,0.973708517153217,Real,UMAP
3.57766529631594,-7.966722571055935,Real,UMAP
-10.494892451048104,5.234664357502415,Real,UMAP
-9.612758013487069,1.5848383076977268,Real,UMAP
-8.024124476194588,0.2858956374716298,Real,UMAP
3.7747015030381994,-8.099344336192654,Real,UMAP
4.318348315477165,-8.051349722545194,Real,UMAP
-9.665315005064217,1.669668114979221,Real,UMAP
-10.368508669614998,4.609666741688206,Real,UMAP
-9.755177828550545,1.7928918965649143,Real,UMAP
-8.053210589170662,0.1340925165009038,Real,UMAP
3.176944998025687,-7.714635931651638,Real,UMAP
-8.025328013181893,0.3302465148758428,Real,UMAP
4.232978370904716,-8.156863295238065,Real,UMAP
-10.521130892515389,5.091353810627415,Real,UMAP
-10.21210417437574,3.80242244084592,Real,UMAP
-9.686928126096932,3.724590695698215,Real,UMAP
-10.553541514158455,4.710869229633762,Real,UMAP
3.7113795549867468,-7.8850966326404075,Real,UMAP
3.681909826516898,-8.058010183970975,Real,UMAP
-10.405129763364998,4.291888154346897,Real,UMAP
-10.873349520445077,3.6567179330181614,Real,UMAP
-9.626655909300057,1.6042052872967258,Real,UMAP
-10.425795885801522,4.977205193836643,Real,UMAP
-10.566422793150155,6.61485902150388,Real,UMAP
-7.922136637449471,0.15805921633954212,Real,UMAP
