_,kc12,zero,zero,kc21,_,kco1,zero,zero,koc2,_,ko12,zero,zero,ko21,_
-2.898106,2.898106,0.000000,0.000000,1.160043,-8.841693,7.681650,0.000000,0.000000,2.628034,-1.889862,-0.738172,0.000000,0.000000,0.162342,-0.162342
3.718750,-3.718750,0.000000,0.000000,-4.829556,-4.297555,9.127111,0.000000,0.000000,-5.133789,7.935667,-2.801879,0.000000,0.000000,-3.416645,3.416646
-1.619151,1.619151,0.000000,0.000000,-5.764060,-6.672301,12.436361,0.000000,0.000000,-6.479941,-1.710399,8.190340,0.000000,0.000000,0.162211,-0.162210
1.381385,-1.381385,0.000000,0.000000,-3.694944,-4.028669,7.723614,0.000000,0.000000,-1.303886,7.133121,-5.829235,0.000000,0.000000,2.270091,-2.270091
-7.191262,7.191262,0.000000,0.000000,7.503474,-13.202357,5.698883,0.000000,0.000000,-7.529497,7.589936,-0.060439,0.000000,0.000000,-1.406949,1.406950
-0.317477,0.317477,0.000000,0.000000,1.942739,-8.383117,6.440378,0.000000,0.000000,-1.922240,-0.776631,2.698870,0.000000,0.000000,-3.919194,3.919194
1.651217,-1.651216,0.000000,0.000000,0.591957,-10.800273,10.208317,0.000000,0.000000,-9.196589,4.734329,4.462259,0.000000,0.000000,-4.951199,4.951198
-4.558619,4.558619,0.000000,0.000000,-0.644672,-6.054874,6.699546,0.000000,0.000000,2.499632,-3.523201,1.023569,0.000000,0.000000,-2.683048,2.683048
-0.888078,0.888078,0.000000,0.000000,0.500898,-12.105886,11.604988,0.000000,0.000000,-3.376361,7.317603,-3.941242,0.000000,0.000000,0.350373,-0.350373
2.360315,-2.360316,0.000000,0.000000,-4.640102,-5.513182,10.153284,0.000000,0.000000,-10.616551,16.914167,-6.297616,0.000000,0.000000,-2.384600,2.384599
-1.493712,1.493712,0.000000,0.000000,1.555075,-11.721354,10.166279,0.000000,0.000000,-2.072097,-1.122652,3.194749,0.000000,0.000000,-0.380561,0.380561
-2.851065,2.851065,0.000000,0.000000,0.193533,-10.811913,10.618379,0.000000,0.000000,-4.582918,2.824403,1.758514,0.000000,0.000000,-2.147472,2.147472
-2.292134,2.292134,0.000000,0.000000,-1.672493,-2.150581,3.823074,0.000000,0.000000,-5.392150,4.317509,1.074641,0.000000,0.000000,0.473085,-0.473085
-4.943489,4.943489,0.000000,0.000000,-5.154897,-4.106418,9.261314,0.000000,0.000000,-9.918876,8.273227,1.645650,0.000000,0.000000,1.144287,-1.144287
4.593925,-4.593926,0.000000,0.000000,-4.735920,-5.187957,9.923878,0.000000,0.000000,-3.749346,-1.738374,5.487720,0.000000,0.000000,-2.706846,2.706846
-0.060020,0.060020,0.000000,0.000000,0.615899,-12.366893,11.750994,0.000000,0.000000,-2.600466,-0.343386,2.943852,0.000000,0.000000,-3.143152,3.143152
1.573858,-1.573858,0.000000,0.000000,-8.315190,-2.755075,11.070266,0.000000,0.000000,-8.434817,11.310565,-2.875748,0.000000,0.000000,-1.192680,1.192679
-1.039702,1.039702,0.000000,0.000000,-6.415049,-1.920099,8.335148,0.000000,0.000000,-7.336075,4.416323,2.919752,0.000000,0.000000,3.382844,-3.382844
3.497221,-3.497222,0.000000,0.000000,-1.003952,-3.243790,4.247741,0.000000,0.000000,-2.471914,0.985416,1.486498,0.000000,0.000000,-1.730355,1.730355
-7.453321,7.453321,0.000000,0.000000,-3.934294,-7.254742,11.189036,0.000000,0.000000,-1.307860,-0.687476,1.995336,0.000000,0.000000,4.319882,-4.319882
-2.511071,2.511071,0.000000,0.000000,-1.341050,-4.843949,6.184999,0.000000,0.000000,-5.023077,9.369564,-4.346486,0.000000,0.000000,-4.728063,4.728063
-2.266455,2.266454,0.000000,0.000000,-1.462535,-12.986068,14.448602,0.000000,0.000000,-4.960742,2.348726,2.612017,0.000000,0.000000,0.481409,-0.481409
-0.866894,0.866893,0.000000,0.000000,-4.609081,-7.140680,11.749761,0.000000,0.000000,-2.361424,5.743423,-3.381998,0.000000,0.000000,1.606075,-1.606076
4.861102,-4.861102,0.000000,0.000000,7.423370,-11.945436,4.522066,0.000000,0.000000,-7.121527,4.965010,2.156518,0.000000,0.000000,-1.321610,1.321610
2.209042,-2.209043,0.000000,0.000000,-3.345633,-4.607024,7.952657,0.000000,0.000000,-6.097374,4.647653,1.449721,0.000000,0.000000,4.806579,-4.806579
-0.011812,0.011812,0.000000,0.000000,-1.075788,-8.938911,10.014700,0.000000,0.000000,-12.849761,13.775868,-0.926107,0.000000,0.000000,-3.163124,3.163123
-4.150006,4.150006,0.000000,0.000000,1.682105,-9.063072,7.380968,0.000000,0.000000,-6.301049,12.318298,-6.017249,0.000000,0.000000,-0.820149,0.820148
5.586269,-5.586268,0.000000,0.000000,0.055234,-10.309658,10.254423,0.000000,0.000000,-7.267611,5.262699,2.004912,0.000000,0.000000,-2.019738,2.019739
-6.045267,6.045267,0.000000,0.000000,-0.610302,-12.453110,13.063412,0.000000,0.000000,-11.483713,11.817352,-0.333639,0.000000,0.000000,-2.044773,2.044773
-4.314702,4.314702,0.000000,0.000000,-1.294433,-5.897083,7.191516,0.000000,0.000000,-2.817652,1.919360,0.898292,0.000000,0.000000,0.596800,-0.596800
1.293347,-1.293347,0.000000,0.000000,-2.125539,-6.532694,8.658233,0.000000,0.000000,-0.850016,2.145424,-1.295409,0.000000,0.000000,2.097608,-2.097608
0.655351,-0.655351,0.000000,0.000000,-3.547776,-2.716854,6.264629,0.000000,0.000000,-2.677591,4.872830,-2.195239,0.000000,0.000000,3.638149,-3.638149
-5.571811,5.571811,0.000000,0.000000,4.545911,-12.566187,8.020276,0.000000,0.000000,-10.524373,15.403256,-4.878882,0.000000,0.000000,3.035960,-3.035960
0.303571,-0.303571,0.000000,0.000000,1.099828,-4.672025,3.572197,0.000000,0.000000,-7.949529,6.873966,1.075563,0.000000,0.000000,2.575242,-2.575243
-0.917513,0.917513,0.000000,0.000000,-0.250090,-12.106165,12.356255,0.000000,0.000000,-5.095084,2.774980,2.320105,0.000000,0.000000,-1.780261,1.780261
-1.360253,1.360253,0.000000,0.000000,-0.438240,-2.048384,2.486624,0.000000,0.000000,-5.121561,0.951313,4.170249,0.000000,0.000000,0.747813,-0.747814
-2.006979,2.006979,0.000000,0.000000,-7.689034,-10.496539,18.185572,0.000000,0.000000,-6.814580,10.620524,-3.805944,0.000000,0.000000,-1.379329,1.379329
-2.845490,2.845490,0.000000,0.000000,3.373307,-10.702182,7.328875,0.000000,0.000000,-12.037879,12.262980,-0.225102,0.000000,0.000000,2.933689,-2.933689
0.743024,-0.743025,0.000000,0.000000,4.826135,-21.442856,16.616720,0.000000,0.000000,-9.171859,9.218065,-0.046207,0.000000,0.000000,4.259154,-4.259154
0.583649,-0.583649,0.000000,0.000000,-1.196831,-11.453638,12.650468,0.000000,0.000000,-7.964312,15.362053,-7.397740,0.000000,0.000000,3.917504,-3.917503
-5.284563,5.284563,0.000000,0.000000,2.493632,-10.487394,7.993762,0.000000,0.000000,-10.825792,14.466166,-3.640373,0.000000,0.000000,-1.785146,1.785146
2.185924,-2.185923,0.000000,0.000000,-2.853476,-5.680774,8.534250,0.000000,0.000000,-2.292747,0.798724,1.494023,0.000000,0.000000,1.273075,-1.273075
-3.043889,3.043889,0.000000,0.000000,-6.836351,-3.359923,10.196275,0.000000,0.000000,-6.473326,5.882269,0.591057,0.000000,0.000000,-0.849204,0.849204
-0.244830,0.244830,0.000000,0.000000,-6.993599,-1.451387,8.444986,0.000000,0.000000,-5.872987,10.319114,-4.446125,0.000000,0.000000,4.388813,-4.388813
1.983031,-1.983031,0.000000,0.000000,5.809508,-28.321772,22.512262,0.000000,0.000000,-10.647435,6.785735,3.861700,0.000000,0.000000,1.862788,-1.862788
3.172778,-3.172778,0.000000,0.000000,-0.188435,-6.783937,6.972373,0.000000,0.000000,-6.743310,5.635133,1.108177,0.000000,0.000000,-2.270538,2.270538
-0.372216,0.372215,0.000000,0.000000,-3.080770,-4.900536,7.981306,0.000000,0.000000,-1.565127,4.867020,-3.301893,0.000000,0.000000,-0.625351,0.625352
2.259177,-2.259177,0.000000,0.000000,-2.825548,-1.509281,4.334829,0.000000,0.000000,-4.083540,3.370407,0.713134,0.000000,0.000000,-0.706248,0.706248
3.223441,-3.223441,0.000000,0.000000,3.586485,-13.106181,9.519696,0.000000,0.000000,0.607642,-2.733262,2.125620,0.000000,0.000000,-4.323691,4.323691
-1.134088,1.134088,0.000000,0.000000,-2.647731,-6.287527,8.935258,0.000000,0.000000,-0.942810,2.609984,-1.667174,0.000000,0.000000,0.772994,-0.772994
-4.759814,4.759814,0.000000,0.000000,3.351473,-17.562019,14.210547,0.000000,0.000000,-6.568249,2.461143,4.107107,0.000000,0.000000,-1.432884,1.432885
-5.163038,5.163038,0.000000,0.000000,0.272027,-7.239082,6.967054,0.000000,0.000000,-6.587833,6.459465,0.128369,0.000000,0.000000,1.126881,-1.126881
3.137887,-3.137886,0.000000,0.000000,-1.801092,-9.094715,10.895807,0.000000,0.000000,3.886698,-11.997294,8.110596,0.000000,0.000000,-4.831457,4.831457
-1.998012,1.998012,0.000000,0.000000,3.183310,-3.030432,-0.152878,0.000000,0.000000,-8.847810,11.428142,-2.580332,0.000000,0.000000,2.727351,-2.727351
0.682586,-0.682586,0.000000,0.000000,-4.313160,-1.508138,5.821298,0.000000,0.000000,-2.309610,2.745993,-0.436383,0.000000,0.000000,0.293105,-0.293105
-0.131606,0.131606,0.000000,0.000000,3.796208,-13.249631,9.453424,0.000000,0.000000,-10.838699,7.288164,3.550535,0.000000,0.000000,0.797540,-0.797540
0.518848,-0.518848,0.000000,0.000000,-0.959281,-5.212167,6.171448,0.000000,0.000000,-6.720823,7.779950,-1.059126,0.000000,0.000000,1.577156,-1.577156
0.992379,-0.992379,0.000000,0.000000,-0.739246,-15.299177,16.038424,0.000000,0.000000,-7.540378,12.477853,-4.937475,0.000000,0.000000,-1.543795,1.543795
-4.841963,4.841963,0.000000,0.000000,0.490276,-3.873627,3.383352,0.000000,0.000000,-5.577157,2.651299,2.925859,0.000000,0.000000,5.232265,-5.232265
0.606093,-0.606094,0.000000,0.000000,1.555957,-9.480315,7.924358,0.000000,0.000000,-2.536621,1.598362,0.938259,0.000000,0.000000,4.304285,-4.304285
4.131328,-4.131328,0.000000,0.000000,-2.514795,-3.330200,5.844995,0.000000,0.000000,0.823191,-4.895823,4.072633,0.000000,0.000000,-0.429474,0.429474
2.152605,-2.152605,0.000000,0.000000,4.706651,-11.167743,6.461092,0.000000,0.000000,-2.803234,6.170974,-3.367740,0.000000,0.000000,0.875831,-0.875831
1.421576,-1.421576,0.000000,0.000000,1.043821,-6.019679,4.975858,0.000000,0.000000,-5.654754,1.430690,4.224064,0.000000,0.000000,-0.168897,0.168897
0.263617,-0.263618,0.000000,0.000000,4.437383,-11.684217,7.246834,0.000000,0.000000,-6.020382,4.244379,1.776004,0.000000,0.000000,-2.109043,2.109042
4.849186,-4.849185,0.000000,0.000000,-1.464412,-13.579431,15.043842,0.000000,0.000000,-9.202921,12.896640,-3.693720,0.000000,0.000000,-0.203421,0.203421
-0.338208,0.338208,0.000000,0.000000,-0.486983,-9.292507,9.779490,0.000000,0.000000,-9.465484,11.508665,-2.043182,0.000000,0.000000,-3.077035,3.077035
-1.433287,1.433287,0.000000,0.000000,8.780165,-15.298534,6.518369,0.000000,0.000000,-5.505553,5.163617,0.341935,0.000000,0.000000,1.908549,-1.908549
-3.073761,3.073761,0.000000,0.000000,-0.777813,-5.260923,6.038737,0.000000,0.000000,-14.215007,10.247700,3.967306,0.000000,0.000000,3.990062,-3.990062
-0.838281,0.838281,0.000000,0.000000,0.743759,-16.401751,15.657992,0.000000,0.000000,-6.510029,1.941336,4.568692,0.000000,0.000000,2.438572,-2.438572
-1.944021,1.944021,0.000000,0.000000,-1.311340,-6.373434,7.684774,0.000000,0.000000,-2.673128,0.895002,1.778126,0.000000,0.000000,2.381717,-2.381717
-0.820031,0.820031,0.000000,0.000000,-1.343293,-10.229971,11.573264,0.000000,0.000000,-10.607444,0.390525,10.216919,0.000000,0.000000,-3.628371,3.628371
-0.413698,0.413698,0.000000,0.000000,-3.530210,-10.605142,14.135352,0.000000,0.000000,-3.542471,0.227941,3.314530,0.000000,0.000000,-2.777750,2.777749
1.670301,-1.670301,0.000000,0.000000,-1.432141,-10.967144,12.399284,0.000000,0.000000,-1.303378,-0.361083,1.664461,0.000000,0.000000,-3.666703,3.666703
3.556445,-3.556444,0.000000,0.000000,-5.054252,-8.650342,13.704595,0.000000,0.000000,-3.332470,-0.545881,3.878351,0.000000,0.000000,3.258558,-3.258557
-4.780800,4.780800,0.000000,0.000000,3.574741,-7.203653,3.628911,0.000000,0.000000,-3.449333,1.631444,1.817889,0.000000,0.000000,0.441140,-0.441141
-0.423364,0.423364,0.000000,0.000000,-0.899455,-7.669091,8.568545,0.000000,0.000000,-4.038450,6.966220,-2.927771,0.000000,0.000000,1.941341,-1.941341
-1.196077,1.196077,0.000000,0.000000,8.065839,-16.246504,8.180665,0.000000,0.000000,-10.407271,8.039775,2.367497,0.000000,0.000000,-3.327050,3.327050
3.628724,-3.628724,0.000000,0.000000,0.607789,-12.444153,11.836364,0.000000,0.000000,-12.393758,16.280302,-3.886544,0.000000,0.000000,4.877714,-4.877714
1.675574,-1.675574,0.000000,0.000000,-3.106107,-4.398997,7.505103,0.000000,0.000000,-1.772152,2.659130,-0.886978,0.000000,0.000000,-0.040939,0.040939
0.044932,-0.044932,0.000000,0.000000,-2.130021,-4.640525,6.770546,0.000000,0.000000,-2.490740,1.322931,1.167809,0.000000,0.000000,-3.643661,3.643662
2.141795,-2.141795,0.000000,0.000000,-4.706137,1.512653,3.193485,0.000000,0.000000,-3.912375,-1.879736,5.792111,0.000000,0.000000,1.197355,-1.197355
3.186383,-3.186384,0.000000,0.000000,2.451963,-9.789803,7.337840,0.000000,0.000000,-2.534571,4.268861,-1.734289,0.000000,0.000000,0.353353,-0.353352
2.663524,-2.663524,0.000000,0.000000,6.059211,-19.851524,13.792314,0.000000,0.000000,-0.618178,-0.811019,1.429197,0.000000,0.000000,-1.108465,1.108465
-1.441760,1.441760,0.000000,0.000000,0.287405,-9.147038,8.859633,0.000000,0.000000,-7.143493,4.634582,2.508911,0.000000,0.000000,1.683906,-1.683906
0.917320,-0.917320,0.000000,0.000000,3.666172,-13.251554,9.585382,0.000000,0.000000,-0.938667,1.989902,-1.051235,0.000000,0.000000,-2.586405,2.586405
-1.950736,1.950736,0.000000,0.000000,-0.408112,-6.134978,6.543091,0.000000,0.000000,-7.871790,7.408669,0.463122,0.000000,0.000000,-1.456996,1.456996
-5.995195,5.995195,0.000000,0.000000,0.818141,-9.260537,8.442397,0.000000,0.000000,-4.840352,2.888407,1.951945,0.000000,0.000000,-5.631727,5.631727
-4.115721,4.115721,0.000000,0.000000,1.560124,-5.555590,3.995466,0.000000,0.000000,-6.659743,7.020812,-0.361069,0.000000,0.000000,-1.413359,1.413360
3.501232,-3.501231,0.000000,0.000000,0.569312,-21.006634,20.437321,0.000000,0.000000,-0.334253,6.561508,-6.227255,0.000000,0.000000,-2.978635,2.978635
-5.082808,5.082808,0.000000,0.000000,1.783920,-9.016835,7.232916,0.000000,0.000000,-6.171014,6.745958,-0.574944,0.000000,0.000000,0.743518,-0.743518
-4.571676,4.571676,0.000000,0.000000,-2.390355,-7.769980,10.160336,0.000000,0.000000,-7.922027,7.352798,0.569229,0.000000,0.000000,-5.976001,5.976001
-0.752407,0.752407,0.000000,0.000000,1.173205,-3.383569,2.210364,0.000000,0.000000,-5.856730,8.897738,-3.041008,0.000000,0.000000,-1.049475,1.049476
3.107595,-3.107595,0.000000,0.000000,1.752088,-13.616686,11.864597,0.000000,0.000000,-6.110152,4.874187,1.235965,0.000000,0.000000,2.162020,-2.162020
-2.184070,2.184070,0.000000,0.000000,1.075568,-11.981554,10.905986,0.000000,0.000000,-9.314918,10.898895,-1.583978,0.000000,0.000000,-6.544325,6.544325
2.521092,-2.521092,0.000000,0.000000,-0.783919,-4.174671,4.958590,0.000000,0.000000,-2.301382,6.776830,-4.475448,0.000000,0.000000,2.302261,-2.302262
-3.327215,3.327215,0.000000,0.000000,-2.566708,-5.357641,7.924349,0.000000,0.000000,-7.547059,7.835162,-0.288104,0.000000,0.000000,4.385162,-4.385162
1.230460,-1.230460,0.000000,0.000000,-4.677615,-4.549137,9.226751,0.000000,0.000000,-4.334625,2.066882,2.267744,0.000000,0.000000,-2.900659,2.900659
-4.527606,4.527606,0.000000,0.000000,1.155179,-12.777682,11.622502,0.000000,0.000000,-5.637136,0.205939,5.431198,0.000000,0.000000,3.755804,-3.755804
-8.046050,8.046050,0.000000,0.000000,-0.452247,-6.970825,7.423072,0.000000,0.000000,-2.601989,-1.076199,3.678187,0.000000,0.000000,0.181961,-0.181961
-1.126436,1.126436,0.000000,0.000000,-0.537188,-6.958215,7.495404,0.000000,0.000000,-4.932809,2.096903,2.835906,0.000000,0.000000,-0.696393,0.696393
0.808518,-0.808518,0.000000,0.000000,0.201783,-12.495050,12.293267,0.000000,0.000000,-7.618465,7.421573,0.196892,0.000000,0.000000,0.402448,-0.402448
-2.098194,2.098194,0.000000,0.000000,-2.950906,-7.946004,10.896911,0.000000,0.000000,-2.461473,4.646235,-2.184762,0.000000,0.000000,1.592249,-1.592249
-4.684872,4.684872,0.000000,0.000000,-4.617017,-3.921071,8.538089,0.000000,0.000000,-4.791069,4.744165,0.046904,0.000000,0.000000,-5.639610,5.639610
-3.984494,3.984494,0.000000,0.000000,-3.073889,-4.432519,7.506409,0.000000,0.000000,-8.134167,7.309776,0.824390,0.000000,0.000000,-0.626075,0.626075
-1.742918,1.742918,0.000000,0.000000,-0.886894,-6.766649,7.653543,0.000000,0.000000,-6.242022,5.340813,0.901209,0.000000,0.000000,6.417764,-6.417764
-2.127958,2.127958,0.000000,0.000000,-2.783238,-5.328094,8.111331,0.000000,0.000000,-4.303647,3.947132,0.356516,0.000000,0.000000,-2.564950,2.564950
3.614368,-3.614368,0.000000,0.000000,-0.946244,-8.993987,9.940231,0.000000,0.000000,-3.942191,1.126649,2.815542,0.000000,0.000000,-0.472278,0.472279
2.150182,-2.150182,0.000000,0.000000,-7.177042,-4.481088,11.658130,0.000000,0.000000,-6.226435,3.577960,2.648475,0.000000,0.000000,-4.433482,4.433482
-1.387540,1.387540,0.000000,0.000000,2.905568,-10.499780,7.594211,0.000000,0.000000,-12.870307,14.349651,-1.479344,0.000000,0.000000,4.305956,-4.305956
2.521303,-2.521303,0.000000,0.000000,-1.363537,-6.312809,7.676346,0.000000,0.000000,-3.702250,8.810837,-5.108586,0.000000,0.000000,1.398399,-1.398399
-3.765132,3.765132,0.000000,0.000000,-1.928593,-9.202317,11.130910,0.000000,0.000000,-1.862903,0.132760,1.730144,0.000000,0.000000,0.418114,-0.418113
1.943758,-1.943758,0.000000,0.000000,-1.502574,-9.707225,11.209799,0.000000,0.000000,-8.653602,10.351295,-1.697693,0.000000,0.000000,-1.671068,1.671069
-0.407254,0.407254,0.000000,0.000000,2.098828,-8.365376,6.266548,0.000000,0.000000,-2.001868,0.183489,1.818379,0.000000,0.000000,0.515235,-0.515234
1.992972,-1.992971,0.000000,0.000000,1.867000,-16.175045,14.308044,0.000000,0.000000,-3.445010,4.859088,-1.414078,0.000000,0.000000,-3.810426,3.810427
-3.684365,3.684365,0.000000,0.000000,5.888102,-13.947651,8.059549,0.000000,0.000000,-5.408364,4.951678,0.456686,0.000000,0.000000,-0.416033,0.416032
-6.930279,6.930279,0.000000,0.000000,0.240877,-8.029097,7.788219,0.000000,0.000000,-3.913213,4.190238,-0.277024,0.000000,0.000000,-2.913442,2.913442
2.821023,-2.821023,0.000000,0.000000,2.137212,-14.970442,12.833230,0.000000,0.000000,-11.748391,7.611805,4.136586,0.000000,0.000000,-4.392454,4.392453
4.386400,-4.386400,0.000000,0.000000,-0.386418,-14.789282,15.175700,0.000000,0.000000,-11.591811,16.448111,-4.856301,0.000000,0.000000,-3.264789,3.264790
1.315483,-1.315483,0.000000,0.000000,2.909574,-9.173087,6.263514,0.000000,0.000000,-1.041795,-3.106306,4.148102,0.000000,0.000000,-2.784132,2.784132
-3.087460,3.087460,0.000000,0.000000,-2.893657,-6.542440,9.436098,0.000000,0.000000,-9.855573,11.013737,-1.158163,0.000000,0.000000,1.453206,-1.453207
2.264255,-2.264255,0.000000,0.000000,-4.803266,-5.784300,10.587565,0.000000,0.000000,-2.072175,3.588353,-1.516178,0.000000,0.000000,-0.565259,0.565259
-0.518921,0.518921,0.000000,0.000000,-1.758253,-3.855231,5.613484,0.000000,0.000000,-2.066643,1.194931,0.871713,0.000000,0.000000,1.872736,-1.872736
-2.797325,2.797325,0.000000,0.000000,-6.845210,-8.415091,15.260301,0.000000,0.000000,-8.899106,2.856910,6.042197,0.000000,0.000000,3.108401,-3.108401
-1.394658,1.394658,0.000000,0.000000,-4.137813,-7.645906,11.783719,0.000000,0.000000,-8.792406,7.781034,1.011371,0.000000,0.000000,-0.043245,0.043244
5.986660,-5.986660,0.000000,0.000000,0.166900,-5.299357,5.132457,0.000000,0.000000,-2.010540,6.300831,-4.290292,0.000000,0.000000,1.322364,-1.322364
-0.181701,0.181701,0.000000,0.000000,1.100099,-9.767145,8.667046,0.000000,0.000000,-5.229224,3.628877,1.600347,0.000000,0.000000,-1.436728,1.436728
1.226385,-1.226385,0.000000,0.000000,0.938376,-4.716360,3.777984,0.000000,0.000000,-8.094513,9.860378,-1.765865,0.000000,0.000000,-2.030481,2.030481
-4.557677,4.557677,0.000000,0.000000,1.438952,-14.670636,13.231685,0.000000,0.000000,-3.654024,3.898331,-0.244307,0.000000,0.000000,3.138777,-3.138777
-0.160844,0.160844,0.000000,0.000000,1.366541,-8.929621,7.563079,0.000000,0.000000,-9.087251,11.138889,-2.051638,0.000000,0.000000,-3.616306,3.616307
-1.316208,1.316208,0.000000,0.000000,-2.333456,-6.861630,9.195086,0.000000,0.000000,-8.329642,13.321295,-4.991652,0.000000,0.000000,6.817485,-6.817485
-2.680023,2.680022,0.000000,0.000000,0.022920,-4.369304,4.346383,0.000000,0.000000,-8.591777,10.939708,-2.347931,0.000000,0.000000,0.571834,-0.571834
1.807386,-1.807386,0.000000,0.000000,4.011357,-13.843256,9.831900,0.000000,0.000000,-8.033162,12.020828,-3.987667,0.000000,0.000000,2.673208,-2.673208
-2.829624,2.829624,0.000000,0.000000,-6.333004,-6.079684,12.412688,0.000000,0.000000,-4.415989,2.291057,2.124932,0.000000,0.000000,1.920506,-1.920506
-0.651686,0.651686,0.000000,0.000000,-1.307243,-7.990314,9.297556,0.000000,0.000000,-10.725431,5.022933,5.702498,0.000000,0.000000,4.124433,-4.124433
-4.022263,4.022264,0.000000,0.000000,-0.872282,-12.591581,13.463863,0.000000,0.000000,-9.140299,14.066882,-4.926582,0.000000,0.000000,0.076603,-0.076603
-9.100040,9.100040,0.000000,0.000000,-2.071282,-6.986444,9.057726,0.000000,0.000000,-4.414656,6.096387,-1.681731,0.000000,0.000000,0.808957,-0.808957
2.726136,-2.726136,0.000000,0.000000,-3.269315,-10.604196,13.873510,0.000000,0.000000,-5.440609,9.905334,-4.464725,0.000000,0.000000,4.397547,-4.397547
-3.944576,3.944576,0.000000,0.000000,-1.925634,-7.120848,9.046482,0.000000,0.000000,-5.061103,10.461984,-5.400881,0.000000,0.000000,1.630841,-1.630840
1.428739,-1.428739,0.000000,0.000000,-1.407525,-8.327158,9.734683,0.000000,0.000000,-7.076052,6.504936,0.571116,0.000000,0.000000,3.908571,-3.908571
1.768532,-1.768531,0.000000,0.000000,4.736937,-22.081156,17.344217,0.000000,0.000000,-11.064739,14.258780,-3.194040,0.000000,0.000000,-0.850987,0.850986
-5.861102,5.861102,0.000000,0.000000,1.839512,-9.849858,8.010346,0.000000,0.000000,-8.485432,8.821051,-0.335619,0.000000,0.000000,-4.314916,4.314916
2.581741,-2.581740,0.000000,0.000000,-3.733149,-0.311396,4.044544,0.000000,0.000000,-2.366629,4.750548,-2.383919,0.000000,0.000000,-1.663459,1.663458
0.611790,-0.611791,0.000000,0.000000,-1.674265,-12.153201,13.827467,0.000000,0.000000,-7.988533,10.288754,-2.300221,0.000000,0.000000,4.784307,-4.784307
-1.997348,1.997348,0.000000,0.000000,-0.204755,-10.938176,11.142931,0.000000,0.000000,-4.874675,4.868222,0.006452,0.000000,0.000000,1.629204,-1.629204
-0.683443,0.683443,0.000000,0.000000,0.887071,-4.138043,3.250972,0.000000,0.000000,-10.044498,9.121959,0.922539,0.000000,0.000000,2.211656,-2.211655
-1.959341,1.959341,0.000000,0.000000,-4.217891,-6.553929,10.771820,0.000000,0.000000,-1.764510,4.195535,-2.431025,0.000000,0.000000,3.099223,-3.099223
-2.196785,2.196785,0.000000,0.000000,0.691078,-13.251793,12.560716,0.000000,0.000000,-9.451531,12.350866,-2.899335,0.000000,0.000000,-1.780127,1.780127
-3.028578,3.028578,0.000000,0.000000,-2.018563,-13.738288,15.756850,0.000000,0.000000,-2.981089,-3.804853,6.785942,0.000000,0.000000,-1.285216,1.285216
-0.859081,0.859081,0.000000,0.000000,1.995594,-11.682837,9.687243,0.000000,0.000000,-7.144699,5.811776,1.332923,0.000000,0.000000,3.178657,-3.178657
4.704616,-4.704617,0.000000,0.000000,0.388095,-9.774723,9.386627,0.000000,0.000000,-8.087305,11.902051,-3.814744,0.000000,0.000000,3.636381,-3.636381
1.701978,-1.701978,0.000000,0.000000,-1.097921,-15.002923,16.100843,0.000000,0.000000,-4.486012,7.659191,-3.173179,0.000000,0.000000,-0.848131,0.848131
