pc12,pc21,relaxation,Fnoise,scale,offset,relaxT,pco1,poc2,po12,po21
offset,0.58
relaxT,-0.19
pco1,0.83
poc2,-0.73
po12,0.29
po21,0.34
pc12,-0.35
pc21,-0.1
relaxation,0.68
Fnoise,0.02
scale,-0.13
offset,-0.55
relaxT,-0.22
pco1,0.42
poc2,-0.25
po12,0.15
po21,-0.17
pc12,0.75
pc21,-0.39
relaxation,0.72
Fnoise,-0.06
scale,-0.14
offset,0.19
relaxT,-0.36
pco1,1.12
poc2,-0.13
po12,0.2
po21,0.43
pc12,0.25
pc21,-0.13
relaxation,0.83
Fnoise,-0.21
scale,-0.25
offset,0.11
relaxT,-1.0
pco1,0.62
poc2,-0.5
po12,-0.43
po21,-0.47
pc12,0.23
pc21,-0.15
relaxation,0.34
Fnoise,-0.02
scale,-0.05
offset,0.42
relaxT,-0.23
pco1,1.44
poc2,-0.5
po12,0.26
po21,0.05
pc12,0.09
pc21,-0.46
relaxation,1.35
Fnoise,-0.06
scale,-0.24
offset,-0.06
relaxT,-0.5
pco1,1.17
poc2,-0.24
po12,-0.34
po21,0.16
pc12,-0.49
pc21,0.74
relaxation,0.52
Fnoise,0.25
scale,-0.3
offset,0.26
relaxT,-0.64
pco1,0.45
poc2,-0.71
po12,0.22
po21,-0.13
pc12,-0.22
pc21,-0.33
relaxation,0.33
Fnoise,-0.68
scale,-0.57
offset,-0.05
relaxT,-0.36
pco1,0.8
poc2,-0.61
po12,0.14
po21,0.48
pc12,0.0
pc21,-0.11
relaxation,0.71
Fnoise,0.13
scale,-0.45
offset,0.63
relaxT,-0.94
pco1,1.0
poc2,-1.28
po12,-0.09
po21,-0.32
pc12,0.42
pc21,0.17
relaxation,1.12
Fnoise,-0.49
scale,-0.52
offset,0.07
relaxT,-0.98
pco1,0.74
poc2,-0.63
po12,-0.6
po21,-0.08
pc12,-0.56
pc21,0.01
relaxation,1.01
Fnoise,-0.79
scale,-0.65
offset,0.76
relaxT,-0.57
pco1,1.03
poc2,-0.73
po12,0.2
po21,-0.2
pc12,0.6
pc21,-0.06
relaxation,0.37
Fnoise,-0.13
scale,0.32
offset,0.5
relaxT,-0.8
pco1,1.31
poc2,-1.15
po12,-0.03
po21,-0.2
pc12,0.43
pc21,-0.13
relaxation,0.63
Fnoise,-0.2
scale,-0.35
offset,0.26
relaxT,-0.06
pco1,0.72
poc2,-0.28
po12,0.09
po21,0.06
pc12,-0.13
pc21,-0.21
relaxation,0.2
Fnoise,-0.41
scale,-0.32
offset,0.08
relaxT,-0.57
pco1,0.87
poc2,-0.09
po12,-0.13
po21,0.21
pc12,-0.07
pc21,-0.35
relaxation,0.33
Fnoise,-0.36
scale,-0.27
offset,0.2
relaxT,-0.72
pco1,0.63
poc2,-0.27
po12,-0.22
po21,0.36
pc12,0.56
pc21,0.45
relaxation,1.35
Fnoise,-0.04
scale,-0.3
offset,0.04
relaxT,-0.57
pco1,0.8
poc2,-1.05
po12,-0.49
po21,0.3
pc12,-0.03
pc21,0.11
relaxation,0.94
Fnoise,-0.17
scale,-0.22
offset,0.48
relaxT,-0.13
pco1,0.36
poc2,-0.79
po12,0.11
po21,0.26
pc12,0.09
pc21,-0.03
relaxation,0.5
Fnoise,-0.29
scale,0.4
offset,0.4
relaxT,-0.57
pco1,1.24
poc2,-0.51
po12,0.23
po21,-0.18
pc12,0.14
pc21,-0.04
relaxation,0.41
Fnoise,-0.38
scale,-0.7
offset,0.26
relaxT,-0.46
pco1,0.25
poc2,-0.51
po12,0.42
po21,0.07
pc12,0.2
pc21,-0.77
relaxation,0.92
Fnoise,-0.98
scale,-0.9
offset,0.21
relaxT,-1.29
pco1,1.82
poc2,-0.68
po12,-0.38
po21,-0.14
pc12,0.28
pc21,0.34
relaxation,0.49
Fnoise,-0.96
scale,-0.38
offset,0.38
relaxT,-1.21
pco1,0.73
poc2,-1.2
po12,-0.02
po21,0.29
pc12,-0.07
pc21,0.48
relaxation,1.25
Fnoise,0.25
scale,0.07
offset,0.46
relaxT,-0.28
pco1,1.66
poc2,-0.92
po12,-0.0
po21,0.43
pc12,-0.06
pc21,-0.12
relaxation,0.36
Fnoise,-0.52
scale,-0.43
offset,0.26
relaxT,-0.34
pco1,1.27
poc2,-0.8
po12,-0.74
po21,0.39
pc12,0.53
pc21,0.25
relaxation,1.0
Fnoise,-0.34
scale,-0.3
offset,0.03
relaxT,-1.05
pco1,0.8
poc2,-1.08
po12,-0.36
po21,-0.18
pc12,-0.22
pc21,-0.29
relaxation,0.67
Fnoise,-0.57
scale,-0.39
offset,0.09
relaxT,-0.34
pco1,0.85
poc2,-0.23
po12,0.15
po21,0.13
pc12,0.3
pc21,-0.68
relaxation,0.62
Fnoise,-0.66
scale,-0.48
offset,0.21
relaxT,-0.52
pco1,1.02
poc2,-0.65
po12,0.06
po21,-0.08
pc12,0.02
pc21,-0.7
relaxation,0.82
Fnoise,0.17
scale,-0.57
offset,0.05
relaxT,-0.26
pco1,0.84
poc2,-0.59
po12,-0.44
po21,0.44
pc12,-0.2
pc21,0.58
relaxation,0.55
Fnoise,-0.09
scale,-0.23
offset,0.68
relaxT,-0.21
pco1,2.25
poc2,-1.06
po12,0.39
po21,0.19
pc12,-0.32
pc21,-0.02
relaxation,0.18
Fnoise,0.09
scale,0.09
offset,-0.41
relaxT,-0.34
pco1,0.7
poc2,-0.67
po12,0.11
po21,-0.23
pc12,0.04
pc21,-0.31
relaxation,1.07
Fnoise,-0.42
scale,-0.04
offset,0.12
relaxT,-0.92
pco1,0.8
poc2,-0.16
po12,-0.33
po21,-0.06
pc12,-0.23
pc21,-0.28
relaxation,1.13
Fnoise,-0.43
scale,-0.45
offset,-0.46
relaxT,-0.27
pco1,0.43
poc2,-0.41
po12,0.07
po21,-0.07
pc12,-0.32
pc21,0.36
relaxation,0.81
Fnoise,-0.58
scale,0.3
offset,0.34
relaxT,-0.75
pco1,0.95
poc2,0.06
po12,0.21
po21,-0.43
pc12,0.11
pc21,-0.26
relaxation,1.08
Fnoise,-0.0
scale,-0.12
offset,0.44
relaxT,-0.51
pco1,0.89
poc2,-0.09
po12,-0.17
po21,0.08
pc12,0.48
pc21,0.34
relaxation,0.95
Fnoise,-0.37
scale,-1.4
offset,0.61
relaxT,-0.45
pco1,1.42
poc2,-0.66
po12,0.41
po21,-0.14
pc12,0.52
pc21,0.03
relaxation,0.49
Fnoise,-0.22
scale,-0.27
offset,-0.05
relaxT,-0.48
pco1,0.7
poc2,-0.66
po12,0.01
po21,0.11
pc12,-0.31
pc21,-0.18
relaxation,0.63
Fnoise,-0.12
scale,0.0
offset,0.5
relaxT,-0.75
pco1,1.09
poc2,0.39
po12,0.81
po21,-0.48
pc12,0.2
pc21,0.32
relaxation,0.62
Fnoise,0.12
scale,-0.12
offset,0.09
relaxT,-0.03
pco1,-0.02
poc2,-0.88
po12,-0.26
po21,0.27
pc12,-0.07
pc21,-0.43
relaxation,0.33
Fnoise,-0.67
scale,-0.46
offset,0.33
relaxT,-0.65
pco1,0.58
poc2,-0.23
po12,-0.04
po21,0.03
pc12,0.01
pc21,0.38
relaxation,0.77
Fnoise,0.02
scale,-0.38
offset,0.36
relaxT,-0.84
pco1,0.95
poc2,-1.08
po12,0.36
po21,0.08
pc12,-0.05
pc21,-0.1
relaxation,0.06
Fnoise,0.57
scale,-0.36
offset,0.49
relaxT,0.06
pco1,0.62
poc2,-0.67
po12,-0.11
po21,0.16
pc12,-0.1
pc21,-0.07
relaxation,0.79
Fnoise,-0.31
scale,-0.68
offset,0.39
relaxT,-0.74
pco1,1.6
poc2,-0.75
po12,-0.49
po21,-0.15
pc12,0.48
pc21,0.05
relaxation,0.5
Fnoise,-0.49
scale,-0.93
offset,0.1
relaxT,0.04
pco1,0.34
poc2,-0.56
po12,0.29
po21,0.52
pc12,-0.06
pc21,0.16
relaxation,0.79
Fnoise,-0.15
scale,-0.53
offset,0.48
relaxT,-0.35
pco1,0.79
poc2,-0.25
po12,0.09
po21,0.43
pc12,-0.41
pc21,-0.25
relaxation,0.98
Fnoise,-0.27
scale,-0.77
offset,0.08
relaxT,0.1
pco1,0.58
poc2,0.08
po12,0.41
po21,-0.04
pc12,-0.22
pc21,0.47
relaxation,0.55
Fnoise,-0.88
scale,0.0
offset,0.67
relaxT,-0.41
pco1,0.65
poc2,-0.28
po12,-0.34
po21,0.09
pc12,-0.14
pc21,0.1
relaxation,1.29
Fnoise,-0.27
scale,-0.55
offset,0.8
relaxT,-0.36
pco1,0.5
poc2,-0.57
po12,0.42
po21,-0.02
pc12,-0.03
pc21,0.44
relaxation,1.32
Fnoise,0.08
scale,-0.46
offset,0.52
relaxT,-0.31
pco1,0.72
poc2,-0.6
po12,0.18
po21,-0.21
pc12,-0.48
pc21,-0.15
relaxation,0.76
Fnoise,-0.61
scale,-0.81
offset,0.11
relaxT,-0.67
pco1,1.5
poc2,-0.92
po12,-0.37
po21,-0.02
pc12,0.03
pc21,-0.05
relaxation,0.88
Fnoise,-0.58
scale,-0.35
offset,-0.01
relaxT,-0.75
pco1,0.98
poc2,-0.95
po12,-0.2
po21,-0.31
pc12,0.14
pc21,0.88
relaxation,0.56
Fnoise,-0.55
scale,0.01
offset,-0.06
relaxT,-0.75
pco1,0.65
poc2,-0.55
po12,0.03
po21,0.19
pc12,0.31
pc21,-0.08
relaxation,1.5
Fnoise,0.03
scale,-0.18
offset,0.68
relaxT,-0.38
pco1,0.6
poc2,-1.42
po12,0.4
po21,0.4
pc12,0.08
pc21,0.07
relaxation,0.93
Fnoise,-0.25
scale,-0.25
offset,0.72
relaxT,-0.93
pco1,1.57
poc2,-0.65
po12,0.46
po21,0.24
pc12,0.19
pc21,-0.13
relaxation,0.73
Fnoise,-0.61
scale,-0.43
offset,0.25
relaxT,-0.5
pco1,0.77
poc2,-0.27
po12,0.18
po21,0.24
pc12,0.08
pc21,-0.13
relaxation,1.39
Fnoise,-0.54
scale,-0.97
offset,-0.05
relaxT,-0.66
pco1,1.16
poc2,-1.06
po12,1.02
po21,-0.36
pc12,0.04
pc21,-0.35
relaxation,0.97
Fnoise,-0.07
scale,0.49
offset,0.7
relaxT,-0.27
pco1,1.41
poc2,-0.35
po12,0.33
po21,-0.28
pc12,-0.17
pc21,-0.14
relaxation,0.64
Fnoise,-0.13
scale,-0.1
offset,0.12
relaxT,-0.55
pco1,1.24
poc2,-0.13
po12,0.17
po21,-0.37
pc12,-0.36
pc21,-0.51
relaxation,0.27
Fnoise,-0.49
scale,-0.12
offset,0.12
relaxT,-0.68
pco1,1.37
poc2,-0.33
po12,0.39
po21,0.33
pc12,0.48
pc21,0.36
relaxation,0.39
Fnoise,-0.61
scale,-0.15
offset,0.38
relaxT,-0.34
pco1,0.36
poc2,-0.34
po12,0.18
po21,0.04
pc12,0.04
pc21,-0.09
relaxation,0.67
Fnoise,0.04
scale,-0.16
offset,0.21
relaxT,-0.45
pco1,0.86
poc2,-0.4
po12,-0.29
po21,0.19
pc12,0.12
pc21,0.81
relaxation,0.81
Fnoise,-0.62
scale,-0.46
offset,0.58
relaxT,-0.16
pco1,0.82
poc2,-1.04
po12,0.24
po21,-0.33
pc12,-0.36
pc21,0.06
relaxation,0.68
Fnoise,-0.69
scale,-0.21
offset,0.61
relaxT,-1.16
pco1,1.18
poc2,-1.24
po12,-0.39
po21,0.49
pc12,-0.17
pc21,-0.31
relaxation,0.46
Fnoise,-0.55
scale,0.03
offset,-0.43
relaxT,-0.49
pco1,0.75
poc2,-0.18
po12,-0.09
po21,-0.0
pc12,-0.0
pc21,-0.21
relaxation,0.65
Fnoise,-0.27
scale,-0.43
offset,0.24
relaxT,-0.53
pco1,0.68
poc2,-0.25
po12,0.12
po21,-0.36
pc12,-0.21
pc21,-0.47
relaxation,0.51
Fnoise,-0.45
scale,-0.14
offset,0.37
relaxT,-0.26
pco1,0.32
poc2,-0.39
po12,0.58
po21,0.12
pc12,-0.32
pc21,0.25
relaxation,0.56
Fnoise,-0.42
scale,-0.4
offset,0.56
relaxT,-0.32
pco1,0.73
poc2,-0.25
po12,-0.17
po21,0.04
pc12,-0.27
pc21,0.61
relaxation,0.22
Fnoise,-0.25
scale,-0.34
offset,0.03
relaxT,-0.32
pco1,1.38
poc2,-0.06
po12,0.14
po21,-0.11
pc12,0.14
pc21,0.03
relaxation,0.73
Fnoise,-0.31
scale,-0.07
offset,0.31
relaxT,-0.19
pco1,0.89
poc2,-0.71
po12,0.25
po21,0.17
pc12,-0.09
pc21,0.37
relaxation,0.36
Fnoise,-0.53
scale,0.07
offset,0.42
relaxT,-0.67
pco1,0.96
poc2,-0.09
po12,-0.11
po21,-0.26
pc12,0.2
pc21,-0.04
relaxation,0.47
Fnoise,-0.59
scale,-0.07
offset,0.51
relaxT,-0.94
pco1,0.65
poc2,-0.79
po12,0.05
po21,-0.15
pc12,0.6
pc21,0.08
relaxation,0.95
Fnoise,-0.95
scale,-0.27
offset,0.67
relaxT,-0.51
pco1,0.84
poc2,-0.48
po12,0.2
po21,-0.56
pc12,0.41
pc21,0.16
relaxation,0.08
Fnoise,-0.17
scale,-0.11
offset,-0.01
relaxT,-0.31
pco1,0.4
poc2,-0.67
po12,-0.04
po21,-0.14
pc12,-0.35
pc21,0.06
relaxation,0.45
Fnoise,-0.48
scale,0.06
offset,-0.11
relaxT,-0.73
pco1,2.04
poc2,-0.03
po12,-0.62
po21,-0.3
pc12,0.51
pc21,0.18
relaxation,1.08
Fnoise,0.32
scale,0.02
offset,0.01
relaxT,-0.58
pco1,0.72
poc2,-0.62
po12,-0.06
po21,0.07
pc12,0.46
pc21,-0.24
relaxation,0.82
Fnoise,-0.56
scale,-0.02
offset,0.38
relaxT,-0.39
pco1,1.02
poc2,-0.79
po12,0.06
po21,-0.6
pc12,0.08
pc21,0.12
relaxation,0.58
Fnoise,0.02
scale,-0.6
offset,0.04
relaxT,-0.37
pco1,0.22
poc2,-0.59
po12,-0.3
po21,-0.1
pc12,-0.31
pc21,0.18
relaxation,-0.24
Fnoise,-0.06
scale,-0.21
offset,0.43
relaxT,-0.37
pco1,1.19
poc2,-0.61
po12,0.12
po21,0.22
pc12,0.22
pc21,0.11
relaxation,1.37
Fnoise,-0.56
scale,-1.05
offset,0.73
relaxT,-0.56
pco1,1.09
poc2,-0.93
po12,-0.16
po21,-0.65
pc12,-0.25
pc21,-0.08
relaxation,0.76
Fnoise,0.07
scale,0.06
offset,0.14
relaxT,-0.44
pco1,0.5
poc2,-0.23
po12,-0.45
po21,0.23
pc12,0.33
pc21,-0.26
relaxation,0.63
Fnoise,0.65
scale,-0.35
offset,0.48
relaxT,-0.22
pco1,0.79
poc2,-0.75
po12,-0.03
po21,0.44
pc12,-0.12
pc21,-0.47
relaxation,0.6
Fnoise,-0.22
scale,-0.62
offset,0.41
relaxT,-0.62
pco1,0.92
poc2,-0.43
po12,0.23
po21,-0.29
pc12,0.45
pc21,0.12
relaxation,-0.04
Fnoise,-0.18
scale,-0.37
offset,0.44
relaxT,-0.1
pco1,1.16
poc2,-0.56
po12,0.54
po21,0.38
pc12,0.8
pc21,-0.05
relaxation,0.92
Fnoise,-0.58
scale,-0.3
offset,0.33
relaxT,-0.38
pco1,0.74
poc2,-0.26
po12,0.37
po21,0.02
pc12,0.11
pc21,-0.05
relaxation,0.64
Fnoise,-0.43
scale,-0.08
offset,0.17
relaxT,-0.58
pco1,0.75
poc2,-0.49
po12,0.28
po21,-0.07
pc12,-0.08
pc21,0.02
relaxation,0.32
Fnoise,-0.05
scale,-0.11
offset,0.84
relaxT,-0.6
pco1,1.23
poc2,-0.76
po12,0.02
po21,0.04
pc12,0.21
pc21,-0.3
relaxation,0.29
Fnoise,-0.43
scale,-0.21
offset,0.55
relaxT,-0.66
pco1,1.09
poc2,-0.25
po12,-0.22
po21,0.16
pc12,0.47
pc21,-0.46
relaxation,0.55
Fnoise,-0.41
scale,-0.48
offset,0.39
relaxT,-0.39
pco1,0.85
poc2,-0.48
po12,0.0
po21,-0.56
pc12,0.4
pc21,-0.31
relaxation,1.13
Fnoise,-0.4
scale,-0.11
offset,0.29
relaxT,-0.69
pco1,0.75
poc2,-0.81
po12,0.08
po21,-0.06
pc12,0.17
pc21,-0.09
relaxation,0.24
Fnoise,0.12
scale,0.13
offset,-0.01
relaxT,-0.23
pco1,0.77
poc2,-0.62
po12,0.09
po21,0.64
pc12,0.21
pc21,-0.28
relaxation,0.99
Fnoise,-0.09
scale,-1.17
offset,0.48
relaxT,-0.31
pco1,0.81
poc2,-0.43
po12,0.04
po21,-0.26
pc12,-0.36
pc21,-0.09
relaxation,0.46
Fnoise,-0.15
scale,0.1
offset,0.62
relaxT,-0.16
pco1,0.99
poc2,-0.39
po12,0.28
po21,-0.05
pc12,-0.22
pc21,-0.72
relaxation,0.65
Fnoise,-0.31
scale,-0.67
offset,0.24
relaxT,-0.56
pco1,1.17
poc2,-0.62
po12,0.26
po21,-0.44
pc12,0.14
pc21,0.29
relaxation,0.71
Fnoise,0.01
scale,-0.3
offset,0.22
relaxT,-0.06
pco1,0.76
poc2,-1.29
po12,-0.15
po21,0.43
pc12,-0.25
pc21,-0.14
relaxation,0.85
Fnoise,-0.27
scale,0.01
offset,-0.03
relaxT,-0.47
pco1,0.77
poc2,-0.37
po12,-0.51
po21,0.14
pc12,0.38
pc21,-0.19
relaxation,0.63
Fnoise,-0.05
scale,-0.43
offset,0.17
relaxT,-0.46
pco1,1.11
poc2,-0.19
po12,0.17
po21,0.04
pc12,-0.19
pc21,-0.15
relaxation,0.2
Fnoise,-0.26
scale,-0.71
offset,-0.18
relaxT,-0.87
pco1,1.12
poc2,-0.87
po12,-0.17
po21,-0.17
pc12,0.04
pc21,0.21
relaxation,0.68
Fnoise,-0.25
scale,-0.85
offset,0.91
relaxT,-0.74
pco1,0.63
poc2,-0.2
po12,0.18
po21,0.05
pc12,-0.2
pc21,0.19
relaxation,0.83
Fnoise,-0.11
scale,0.12
offset,-0.38
relaxT,-1.06
pco1,1.43
poc2,-0.34
po12,-0.14
po21,-0.38
pc12,0.37
pc21,0.59
relaxation,0.67
Fnoise,-0.16
scale,-0.21
offset,0.34
relaxT,-0.54
pco1,0.81
poc2,-0.54
po12,0.05
po21,-0.04
pc12,0.69
pc21,0.02
relaxation,0.64
Fnoise,-0.87
scale,0.16
offset,0.1
relaxT,-0.41
pco1,0.78
poc2,-0.39
po12,-0.03
po21,-0.29
pc12,-0.28
pc21,0.21
relaxation,0.83
Fnoise,-0.65
scale,-0.57
offset,0.43
relaxT,-1.56
pco1,1.28
poc2,-1.17
po12,0.41
po21,-0.44
pc12,-0.44
pc21,-0.04
relaxation,0.79
Fnoise,0.23
scale,0.49
offset,0.57
relaxT,-0.31
pco1,1.52
poc2,-1.16
po12,-0.49
po21,-0.33
pc12,-0.13
pc21,0.29
relaxation,1.07
Fnoise,-0.96
scale,-0.78
offset,0.09
relaxT,-0.46
pco1,0.63
poc2,-0.1
po12,0.41
po21,-0.28
pc12,0.31
pc21,-0.29
relaxation,0.37
Fnoise,-0.91
scale,-0.42
offset,0.22
relaxT,-1.22
pco1,0.94
poc2,-0.99
po12,-0.12
po21,0.15
pc12,-0.23
pc21,-0.48
relaxation,0.9
Fnoise,-0.11
scale,-0.53
offset,0.07
relaxT,-1.18
pco1,1.06
poc2,-0.21
po12,-0.15
po21,-0.06
pc12,0.05
pc21,-0.18
relaxation,0.76
Fnoise,-0.36
scale,-0.74
offset,0.08
relaxT,-0.22
pco1,0.56
poc2,-0.21
po12,0.09
po21,0.19
pc12,0.28
pc21,-0.68
relaxation,0.16
Fnoise,-0.43
scale,-0.6
offset,0.4
relaxT,-0.95
pco1,1.53
poc2,-0.89
po12,0.6
po21,0.31
pc12,0.14
pc21,-0.41
relaxation,1.27
Fnoise,0.02
scale,-0.06
offset,0.44
relaxT,-0.61
pco1,1.18
poc2,-0.88
po12,0.1
po21,-0.0
pc12,-0.6
pc21,0.02
relaxation,0.38
Fnoise,-0.16
scale,-0.36
offset,0.24
relaxT,-0.89
pco1,0.51
poc2,-0.2
po12,-0.43
po21,0.13
pc12,0.02
pc21,0.11
relaxation,0.65
Fnoise,-0.16
scale,0.26
offset,0.66
relaxT,-0.19
pco1,0.87
poc2,-0.52
po12,0.16
po21,-0.14
pc12,-0.12
pc21,0.09
relaxation,1.3
Fnoise,-0.27
scale,-0.18
offset,0.21
relaxT,-0.84
pco1,0.38
poc2,-0.81
po12,-0.18
po21,-0.2
pc12,0.46
pc21,0.14
relaxation,0.4
Fnoise,-0.28
scale,-0.31
offset,0.03
relaxT,-0.31
pco1,1.32
poc2,-0.37
po12,-0.02
po21,0.31
pc12,0.02
pc21,0.14
relaxation,0.92
Fnoise,-0.22
scale,-0.99
offset,0.05
relaxT,-0.67
pco1,0.76
poc2,-0.91
po12,-0.21
po21,-0.36
pc12,0.13
pc21,-0.23
relaxation,0.56
Fnoise,-0.88
scale,0.12
offset,-0.18
relaxT,-0.86
pco1,0.92
poc2,-0.83
po12,-0.5
po21,0.68
pc12,0.27
pc21,0.0
relaxation,0.76
Fnoise,-0.59
scale,-0.31
offset,0.17
relaxT,-0.16
pco1,0.43
poc2,-0.86
po12,-0.23
po21,0.06
pc12,-0.18
pc21,0.4
relaxation,0.6
Fnoise,0.44
scale,0.21
offset,0.01
relaxT,0.22
pco1,0.98
poc2,-0.8
po12,-0.4
po21,0.27
pc12,0.28
pc21,-0.63
relaxation,0.41
Fnoise,-0.35
scale,-0.37
offset,0.86
relaxT,-0.48
pco1,1.24
poc2,-0.44
po12,0.21
po21,0.19
pc12,0.07
pc21,-0.13
relaxation,0.91
Fnoise,0.18
scale,-0.25
offset,0.22
relaxT,-0.31
pco1,0.93
poc2,-1.07
po12,0.57
po21,0.41
pc12,0.4
pc21,-0.09
relaxation,0.99
Fnoise,-0.05
scale,-0.17
offset,0.01
relaxT,0.0
pco1,1.35
poc2,-0.91
po12,-0.49
po21,0.01
pc12,0.91
pc21,-0.21
relaxation,0.48
Fnoise,-0.14
scale,-0.4
offset,0.25
relaxT,-0.56
pco1,0.91
poc2,-0.44
po12,-0.17
po21,0.08
pc12,-0.27
pc21,-0.33
relaxation,1.15
Fnoise,-0.08
scale,0.34
offset,-0.31
relaxT,-1.02
