pc12,pc21,relaxation,Fnoise,scale,offset,relaxT,pco1,poc2,po12,po21
offset,-0.28
relaxT,2.31
pco1,0.05
poc2,0.22
po12,0.09
po21,0.04
pc12,0.31
pc21,0.12
relaxation,0.36
Fnoise,0.34
scale,0.33
offset,-0.39
relaxT,16.27
pco1,0.07
poc2,0.42
po12,0.13
po21,0.16
pc12,0.36
pc21,0.15
relaxation,0.55
Fnoise,0.09
scale,0.26
offset,-0.27
relaxT,7.77
pco1,0.16
poc2,0.42
po12,0.05
po21,0.36
pc12,0.24
pc21,0.12
relaxation,0.37
Fnoise,0.18
scale,0.15
offset,-0.26
relaxT,15.24
pco1,0.24
poc2,0.31
po12,0.04
po21,0.1
pc12,0.14
pc21,0.08
relaxation,0.21
Fnoise,0.03
scale,0.24
offset,-0.29
relaxT,1.11
pco1,0.16
poc2,0.22
po12,0.06
po21,0.03
pc12,0.3
pc21,0.11
relaxation,0.34
Fnoise,0.13
scale,0.15
offset,-0.75
relaxT,1.27
pco1,0.03
poc2,0.21
po12,0.04
po21,0.07
pc12,0.24
pc21,0.01
relaxation,0.23
Fnoise,0.12
scale,0.12
offset,-0.34
relaxT,1.0
pco1,0.01
poc2,0.26
po12,0.04
po21,0.16
pc12,0.16
pc21,0.19
relaxation,0.6
Fnoise,0.09
scale,0.19
offset,-0.39
relaxT,15.28
pco1,0.16
poc2,0.39
po12,0.09
po21,0.28
pc12,0.28
pc21,0.17
relaxation,0.33
Fnoise,0.15
scale,0.17
offset,-0.22
relaxT,1.88
pco1,0.14
poc2,0.31
po12,0.03
po21,0.17
pc12,0.39
pc21,0.28
relaxation,0.25
Fnoise,0.17
scale,0.13
offset,-0.56
relaxT,3.75
pco1,0.11
poc2,0.42
po12,0.12
po21,0.29
pc12,0.48
pc21,0.14
relaxation,0.48
Fnoise,0.14
scale,0.36
offset,-0.29
relaxT,3.84
pco1,0.05
poc2,0.45
po12,0.11
po21,0.19
pc12,0.52
pc21,0.01
relaxation,0.53
Fnoise,0.11
scale,0.2
offset,-0.64
relaxT,4.05
pco1,0.01
poc2,0.15
po12,0.14
po21,0.23
pc12,0.27
pc21,0.12
relaxation,0.28
Fnoise,0.04
scale,0.27
offset,-0.32
relaxT,2.01
pco1,0.07
poc2,0.33
po12,0.03
po21,0.13
pc12,0.22
pc21,0.06
relaxation,0.18
Fnoise,0.01
scale,0.28
offset,-0.31
relaxT,2.63
pco1,0.02
poc2,0.25
po12,0.04
po21,0.04
pc12,0.29
pc21,0.06
relaxation,0.27
Fnoise,0.16
scale,0.5
offset,-0.19
relaxT,4.49
pco1,0.06
poc2,0.24
po12,0.07
po21,0.19
pc12,0.36
pc21,0.07
relaxation,0.37
Fnoise,0.01
scale,0.38
offset,-0.13
relaxT,3.35
pco1,0.15
poc2,0.22
po12,0.05
po21,0.21
pc12,0.39
pc21,0.11
relaxation,0.42
Fnoise,0.12
scale,0.57
offset,-0.47
relaxT,1.0
pco1,0.08
poc2,0.33
po12,0.14
po21,0.01
pc12,0.26
pc21,0.01
relaxation,0.4
Fnoise,0.01
scale,0.46
offset,-0.46
relaxT,5.45
pco1,0.19
poc2,0.31
po12,0.19
po21,0.05
pc12,0.37
pc21,0.02
relaxation,0.21
Fnoise,0.02
scale,0.66
offset,-0.19
relaxT,1.0
pco1,0.21
poc2,0.27
po12,0.06
po21,0.11
pc12,0.34
pc21,0.09
relaxation,0.14
Fnoise,0.03
scale,0.32
offset,-0.46
relaxT,2.79
pco1,0.02
poc2,0.22
po12,0.0
po21,0.19
pc12,0.43
pc21,0.08
relaxation,0.31
Fnoise,0.16
scale,0.15
offset,-0.57
relaxT,9.81
pco1,0.08
poc2,0.21
po12,0.03
po21,0.27
pc12,0.35
pc21,0.01
relaxation,0.17
Fnoise,0.01
scale,0.3
offset,-0.14
relaxT,4.79
pco1,0.05
poc2,0.17
po12,0.05
po21,0.11
pc12,0.28
pc21,0.02
relaxation,0.24
Fnoise,0.0
scale,0.34
offset,-0.42
relaxT,1.0
pco1,0.03
poc2,0.32
po12,0.02
po21,0.13
pc12,0.25
pc21,0.12
relaxation,0.16
Fnoise,0.04
scale,0.39
offset,-0.29
relaxT,1.3
pco1,0.12
poc2,0.27
po12,0.06
po21,0.06
pc12,0.29
pc21,0.12
relaxation,0.25
Fnoise,0.07
scale,0.17
offset,0.01
relaxT,1.12
pco1,0.01
poc2,0.21
po12,0.04
po21,0.1
pc12,0.4
pc21,0.34
relaxation,0.25
Fnoise,0.1
scale,0.49
offset,-0.24
relaxT,1.98
pco1,0.16
poc2,0.43
po12,0.05
po21,0.07
pc12,0.58
pc21,0.11
relaxation,0.28
Fnoise,0.11
scale,0.56
offset,-0.37
relaxT,1.0
pco1,0.33
poc2,0.38
po12,0.22
po21,0.34
pc12,0.32
pc21,0.0
relaxation,0.16
Fnoise,0.04
scale,0.34
offset,-0.34
relaxT,1.0
pco1,0.01
poc2,0.29
po12,0.08
po21,0.05
pc12,0.28
pc21,0.04
relaxation,0.13
Fnoise,0.07
scale,0.46
offset,-0.21
relaxT,1.99
pco1,0.0
poc2,0.25
po12,0.07
po21,0.03
pc12,0.43
pc21,0.03
relaxation,0.34
Fnoise,0.01
scale,0.34
offset,-0.32
relaxT,1.47
pco1,0.25
poc2,0.35
po12,0.06
po21,0.26
pc12,0.36
pc21,0.14
relaxation,0.21
Fnoise,0.15
scale,0.14
offset,-0.45
relaxT,1.19
pco1,0.02
poc2,0.2
po12,0.05
po21,0.41
pc12,0.56
pc21,0.11
relaxation,-0.0
Fnoise,0.08
scale,0.6
offset,-0.19
relaxT,5.29
pco1,0.14
poc2,0.35
po12,0.11
po21,0.0
pc12,0.51
pc21,0.05
relaxation,0.17
Fnoise,0.12
scale,0.38
offset,-0.54
relaxT,1.0
pco1,0.11
poc2,0.41
po12,0.08
po21,0.11
pc12,0.28
pc21,0.02
relaxation,0.11
Fnoise,0.07
scale,0.32
offset,-0.14
relaxT,1.11
pco1,0.02
poc2,0.16
po12,0.05
po21,0.09
pc12,0.27
pc21,0.07
relaxation,0.2
Fnoise,0.08
scale,0.54
offset,-0.14
relaxT,7.62
pco1,0.1
poc2,0.27
po12,0.1
po21,0.01
pc12,0.37
pc21,0.03
relaxation,0.24
Fnoise,0.1
scale,0.49
offset,-0.34
relaxT,1.55
pco1,0.24
poc2,0.19
po12,0.21
po21,0.02
pc12,0.33
pc21,0.05
relaxation,0.1
Fnoise,0.03
scale,0.38
offset,-0.41
relaxT,1.0
pco1,0.03
poc2,0.16
po12,0.04
po21,0.06
pc12,0.21
pc21,0.0
relaxation,0.07
Fnoise,0.01
scale,0.25
offset,-0.24
relaxT,3.25
pco1,0.03
poc2,0.17
po12,0.01
po21,0.06
pc12,0.21
pc21,0.09
relaxation,0.04
Fnoise,0.01
scale,0.34
offset,-0.3
relaxT,1.0
pco1,0.04
poc2,0.19
po12,0.02
po21,0.09
pc12,0.27
pc21,0.04
relaxation,0.06
Fnoise,0.05
scale,0.49
offset,-0.17
relaxT,3.05
pco1,0.03
poc2,0.19
po12,0.03
po21,0.1
pc12,0.23
pc21,0.08
relaxation,0.04
Fnoise,0.01
scale,0.27
offset,-0.14
relaxT,3.68
pco1,0.05
poc2,0.13
po12,0.01
po21,0.02
pc12,0.18
pc21,0.02
relaxation,0.06
Fnoise,0.08
scale,0.37
offset,-0.27
relaxT,1.44
pco1,0.07
poc2,0.14
po12,0.06
po21,0.05
pc12,0.4
pc21,0.08
relaxation,0.15
Fnoise,0.05
scale,0.44
offset,-0.22
relaxT,1.0
pco1,0.03
poc2,0.34
po12,0.07
po21,0.3
pc12,0.32
pc21,0.02
relaxation,0.1
Fnoise,0.08
scale,0.39
offset,-0.36
relaxT,1.64
pco1,0.04
poc2,0.27
po12,0.0
po21,0.01
pc12,0.41
pc21,0.03
relaxation,0.34
Fnoise,0.21
scale,0.76
offset,-0.38
relaxT,1.0
pco1,0.13
poc2,0.24
po12,0.04
po21,0.36
pc12,0.44
pc21,0.08
relaxation,0.25
Fnoise,0.04
scale,0.73
offset,-0.36
relaxT,1.0
pco1,0.24
poc2,0.44
po12,0.04
po21,0.25
pc12,0.26
pc21,0.02
relaxation,0.1
Fnoise,0.05
scale,0.27
offset,-0.23
relaxT,2.06
pco1,0.03
poc2,0.16
po12,0.04
po21,0.2
pc12,0.34
pc21,0.0
relaxation,0.26
Fnoise,0.03
scale,0.48
offset,-0.45
relaxT,1.19
pco1,0.09
poc2,0.33
po12,0.03
po21,0.08
pc12,0.22
pc21,0.03
relaxation,-0.01
Fnoise,0.01
scale,0.47
offset,-0.4
relaxT,10.79
pco1,0.02
poc2,0.29
po12,0.02
po21,0.4
pc12,0.35
pc21,0.05
relaxation,0.01
Fnoise,0.11
scale,0.35
offset,-0.44
relaxT,1.4
pco1,0.02
poc2,0.27
po12,0.03
po21,0.19
pc12,0.43
pc21,0.03
relaxation,0.05
Fnoise,0.01
scale,0.46
offset,-0.43
relaxT,1.0
pco1,0.04
poc2,0.23
po12,0.06
po21,0.06
pc12,0.42
pc21,0.01
relaxation,0.28
Fnoise,0.08
scale,0.39
offset,-0.7
relaxT,1.0
pco1,0.29
poc2,0.22
po12,0.07
po21,0.03
pc12,0.21
pc21,0.01
relaxation,0.12
Fnoise,0.04
scale,0.41
offset,-0.47
relaxT,1.0
pco1,0.01
poc2,0.38
po12,0.04
po21,0.26
pc12,0.35
pc21,0.03
relaxation,-0.01
Fnoise,0.12
scale,0.54
offset,-0.58
relaxT,3.31
pco1,0.2
poc2,0.19
po12,0.11
po21,0.03
pc12,0.48
pc21,0.07
relaxation,0.06
Fnoise,0.01
scale,0.56
offset,-0.58
relaxT,1.0
pco1,0.23
poc2,0.25
po12,0.14
po21,0.19
pc12,0.33
pc21,0.05
relaxation,-0.01
Fnoise,0.11
scale,0.58
offset,-0.39
relaxT,2.42
pco1,0.07
poc2,0.18
po12,0.11
po21,0.02
pc12,0.23
pc21,0.03
relaxation,0.07
Fnoise,0.16
scale,0.47
offset,-0.43
relaxT,3.1
pco1,0.0
poc2,0.32
po12,0.1
po21,0.12
pc12,0.43
pc21,0.02
relaxation,0.13
Fnoise,0.18
scale,0.28
offset,-0.34
relaxT,4.83
pco1,0.05
poc2,0.22
po12,0.08
po21,0.13
pc12,0.37
pc21,0.11
relaxation,0.16
Fnoise,0.06
scale,0.46
offset,-0.23
relaxT,1.74
pco1,0.16
poc2,0.17
po12,0.04
po21,0.24
pc12,0.47
pc21,0.06
relaxation,-0.01
Fnoise,0.08
scale,0.76
offset,-1.0
relaxT,3.33
pco1,0.01
poc2,0.32
po12,0.01
po21,0.03
pc12,0.32
pc21,0.04
relaxation,0.23
Fnoise,0.01
scale,0.41
offset,-0.22
relaxT,1.0
pco1,0.11
poc2,0.27
po12,0.08
po21,0.17
pc12,0.42
pc21,0.05
relaxation,0.1
Fnoise,0.08
scale,0.65
offset,-0.32
relaxT,3.75
pco1,0.16
poc2,0.2
po12,0.05
po21,0.04
pc12,0.28
pc21,0.13
relaxation,-0.02
Fnoise,0.02
scale,0.48
offset,-0.44
relaxT,2.46
pco1,0.02
poc2,0.27
po12,0.0
po21,0.02
pc12,0.34
pc21,0.06
relaxation,-0.01
Fnoise,0.0
scale,0.57
offset,-0.51
relaxT,1.0
pco1,0.09
poc2,0.28
po12,0.05
po21,0.21
pc12,0.39
pc21,0.0
relaxation,0.05
Fnoise,0.12
scale,0.55
offset,-0.1
relaxT,1.2
pco1,0.1
poc2,0.18
po12,0.04
po21,0.24
pc12,0.26
pc21,0.05
relaxation,0.08
Fnoise,0.14
scale,0.42
offset,-0.16
relaxT,1.0
pco1,0.05
poc2,0.17
po12,0.04
po21,0.04
pc12,0.36
pc21,0.03
relaxation,0.02
Fnoise,0.04
scale,0.82
offset,-0.8
relaxT,5.39
pco1,0.04
poc2,0.33
po12,0.06
po21,0.15
pc12,0.21
pc21,0.01
relaxation,0.16
Fnoise,0.01
scale,0.34
offset,-0.13
relaxT,1.94
pco1,0.16
poc2,0.24
po12,0.11
po21,0.26
pc12,0.45
pc21,0.11
relaxation,0.08
Fnoise,0.01
scale,0.66
offset,-0.51
relaxT,1.0
pco1,0.15
poc2,0.29
po12,0.1
po21,0.24
pc12,0.28
pc21,0.0
relaxation,0.06
Fnoise,0.06
scale,0.37
offset,-0.33
relaxT,4.15
pco1,0.17
poc2,0.17
po12,0.06
po21,0.14
pc12,0.28
pc21,0.05
relaxation,0.03
Fnoise,0.02
scale,0.43
offset,-0.27
relaxT,1.9
pco1,0.09
poc2,0.21
po12,0.04
po21,0.06
pc12,0.35
pc21,0.03
relaxation,0.01
Fnoise,0.02
scale,0.37
offset,-0.3
relaxT,3.06
pco1,0.03
poc2,0.16
po12,0.01
po21,0.04
pc12,0.22
pc21,0.01
relaxation,0.05
Fnoise,0.04
scale,0.35
offset,-0.24
relaxT,1.66
pco1,0.07
poc2,0.23
po12,0.03
po21,0.07
pc12,0.24
pc21,0.09
relaxation,0.05
Fnoise,0.05
scale,0.34
offset,-0.2
relaxT,1.0
pco1,0.07
poc2,0.22
po12,0.07
po21,0.14
pc12,0.32
pc21,0.12
relaxation,0.07
Fnoise,0.03
scale,0.66
offset,-0.37
relaxT,1.41
pco1,0.04
poc2,0.28
po12,0.02
po21,0.1
pc12,0.3
pc21,0.01
relaxation,0.16
Fnoise,0.11
scale,0.56
offset,-0.45
relaxT,5.03
pco1,0.01
poc2,0.37
po12,0.05
po21,0.06
pc12,0.18
pc21,0.01
relaxation,0.14
Fnoise,0.01
scale,0.54
offset,-0.17
relaxT,3.22
pco1,0.02
poc2,0.22
po12,0.0
po21,0.24
pc12,0.28
pc21,0.05
relaxation,-0.07
Fnoise,0.08
scale,0.62
offset,-0.33
relaxT,1.0
pco1,0.1
poc2,0.32
po12,0.02
po21,0.18
pc12,0.49
pc21,0.09
relaxation,0.11
Fnoise,0.13
scale,0.55
offset,-0.66
relaxT,4.88
pco1,0.14
poc2,0.42
po12,0.08
po21,0.16
pc12,0.36
pc21,0.2
relaxation,0.18
Fnoise,0.06
scale,0.55
offset,-0.32
relaxT,4.2
pco1,0.15
poc2,0.38
po12,0.07
po21,0.25
pc12,0.45
pc21,0.02
relaxation,0.11
Fnoise,0.01
scale,0.75
offset,-0.44
relaxT,2.37
pco1,0.3
poc2,0.14
po12,0.16
po21,0.32
pc12,0.42
pc21,0.1
relaxation,-0.0
Fnoise,0.04
scale,0.59
offset,-0.44
relaxT,2.48
pco1,0.01
poc2,0.2
po12,0.14
po21,0.11
pc12,0.29
pc21,0.03
relaxation,0.05
Fnoise,0.02
scale,0.58
offset,-0.5
relaxT,3.16
pco1,0.02
poc2,0.15
po12,0.15
po21,0.23
pc12,0.31
pc21,0.05
relaxation,0.06
Fnoise,0.04
scale,0.61
offset,-0.65
relaxT,5.04
pco1,0.12
poc2,0.19
po12,0.04
po21,0.06
pc12,0.21
pc21,0.01
relaxation,-0.01
Fnoise,0.1
scale,0.48
offset,-0.28
relaxT,2.53
pco1,0.07
poc2,0.23
po12,0.05
po21,0.01
pc12,0.37
pc21,0.05
relaxation,0.06
Fnoise,0.05
scale,0.85
offset,-0.7
relaxT,3.1
pco1,0.03
poc2,0.25
po12,0.09
po21,0.06
pc12,0.25
pc21,0.0
relaxation,-0.02
Fnoise,0.06
scale,0.32
